day,rob_count_0,rob_rebelled_0,trade_count_0,trade_accepted_0,0_obey_to,farm_count_0,rob_count_1,rob_rebelled_1,trade_count_1,trade_accepted_1,1_obey_to,farm_count_1,rob_count_2,rob_rebelled_2,trade_count_2,trade_accepted_2,2_obey_to,farm_count_2,rob_count_3,rob_rebelled_3,trade_count_3,trade_accepted_3,3_obey_to,farm_count_3,rob_count_4,rob_rebelled_4,trade_count_4,trade_accepted_4,4_obey_to,farm_count_4,rob_count_5,rob_rebelled_5,trade_count_5,trade_accepted_5,5_obey_to,farm_count_5,rob_count_6,rob_rebelled_6,trade_count_6,trade_accepted_6,6_obey_to,farm_count_6,rob_count_7,rob_rebelled_7,trade_count_7,trade_accepted_7,7_obey_to,farm_count_7,rob_count_8,rob_rebelled_8,trade_count_8,trade_accepted_8,8_obey_to,farm_count_8
1,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,-1,1,1,1,0,0,-1,0,0,0,0,0,-1,1,0,0,1,0,-1,0,0,0,0,0,-1,1,0,0,0,0,-1,1,1,1,0,0,-1,0
2,0,0,1,0,-1,0,0,0,1,0,-1,1,0,0,0,0,-1,2,2,1,0,0,-1,0,0,0,0,0,3,2,0,0,1,0,-1,1,0,0,0,0,-1,2,0,0,1,1,-1,1,1,1,1,0,-1,0
3,1,1,1,0,-1,0,1,1,1,0,-1,1,0,0,0,0,-1,3,2,1,0,0,-1,1,0,0,1,1,3,2,0,0,1,0,-1,2,0,0,0,0,-1,3,0,0,1,1,-1,2,2,2,1,0,-1,0
4,1,1,2,0,-1,0,2,2,1,0,-1,1,0,0,1,1,-1,3,3,2,0,0,-1,1,0,0,2,2,3,2,0,0,1,0,-1,3,1,1,0,0,-1,3,0,0,1,1,-1,3,2,2,1,0,-1,1
5,1,1,3,1,-1,0,2,2,1,0,-1,2,0,0,1,1,-1,4,3,2,0,0,-1,2,0,0,3,2,3,2,0,0,1,0,-1,4,1,1,1,0,-1,3,0,0,1,1,-1,4,3,3,1,0,-1,1
6,2,2,3,1,-1,0,2,2,1,0,-1,3,0,0,1,1,-1,5,4,3,0,0,-1,2,0,0,3,2,3,3,0,0,1,0,-1,5,1,1,2,1,-1,3,0,0,1,1,-1,5,3,3,1,0,-1,2
7,3,3,3,1,1,0,3,2,1,0,-1,3,0,0,1,1,-1,6,5,4,0,0,-1,2,0,0,3,2,3,4,0,0,1,0,-1,6,1,1,2,1,-1,4,0,0,1,1,-1,6,4,4,1,0,-1,2
8,3,3,3,1,1,1,4,3,1,0,-1,3,1,0,1,1,-1,6,6,5,0,0,8,2,0,0,3,2,3,5,0,0,1,0,-1,7,1,1,2,1,-1,5,0,0,2,1,-1,6,5,4,1,0,-1,2
9,3,3,4,2,1,1,5,4,1,0,-1,3,1,0,1,1,-1,7,6,5,0,0,8,3,0,0,3,2,3,6,0,0,1,0,-1,8,1,1,2,1,-1,6,0,0,2,1,-1,7,5,4,2,0,-1,2
10,3,3,4,2,1,2,6,5,1,0,-1,3,1,0,1,1,-1,8,6,5,0,0,8,4,0,0,4,3,3,6,0,0,1,0,-1,9,1,1,3,1,-1,6,0,0,2,1,-1,8,5,4,3,0,-1,2
11,3,3,4,2,1,3,7,5,1,0,-1,3,1,0,1,1,-1,9,6,5,1,1,8,4,0,0,4,3,3,7,1,0,1,0,-1,9,1,1,3,1,-1,7,0,0,2,1,-1,9,5,4,3,0,1,3
12,3,3,4,2,1,4,7,5,2,1,-1,3,1,0,2,2,-1,9,6,5,1,1,8,5,0,0,4,3,3,8,1,0,2,0,-1,9,1,1,3,1,-1,8,0,0,3,1,-1,9,5,4,4,1,1,3
13,3,3,4,2,1,5,8,5,2,1,1,3,1,0,3,2,-1,9,6,5,1,1,8,6,0,0,5,4,3,8,1,0,2,0,-1,10,1,1,3,1,-1,9,1,0,3,1,-1,9,5,4,5,1,1,3
14,3,3,5,3,1,5,8,5,2,1,1,4,1,0,3,2,-1,10,6,5,1,1,8,7,0,0,5,4,3,9,1,0,3,1,-1,10,1,1,3,1,-1,10,1,0,3,1,-1,10,5,4,5,1,1,4
15,3,3,5,3,1,6,8,5,3,2,1,4,1,0,3,2,-1,12,6,5,1,1,8,8,1,0,5,4,3,10,1,0,4,1,-1,11,1,1,4,1,-1,10,1,0,3,1,-1,11,5,4,6,1,1,4
16,3,3,5,3,1,7,8,5,3,2,1,5,1,0,4,3,-1,12,6,5,1,1,8,9,1,0,6,4,3,10,1,0,5,2,-1,12,2,1,4,1,-1,11,1,0,5,1,-1,11,5,4,6,1,1,6
17,3,3,5,3,1,8,8,5,3,2,1,6,2,0,4,3,-1,12,6,5,2,1,8,9,1,0,6,4,3,12,1,0,5,2,-1,14,2,1,6,1,-1,11,2,0,6,1,-1,11,5,4,6,1,1,8
18,3,3,6,4,1,8,8,5,3,2,1,7,2,0,4,3,-1,13,6,5,3,1,8,9,1,0,6,4,3,13,1,0,5,2,-1,15,2,1,6,1,-1,12,2,0,7,1,-1,11,5,4,7,2,1,8
19,3,3,6,4,1,9,8,5,3,2,1,8,2,0,4,3,-1,14,7,5,3,1,8,9,1,0,7,4,3,14,1,0,5,2,-1,16,2,1,7,1,-1,13,2,0,9,2,-1,11,5,4,7,2,1,9
